"ÿ??
ÿÿÿÿÿÿÿÿ?",ÿÿÿ??ÿÿ?,ÿÿÿÿÿÿÿÿÿ,ÿÿÿ??ÿ,"ÿ??
ÿÿ?ÿÿÿ?
ÿ??ÿÿ?ÿÿ",ÿÿÿÿÿÿ,ÿÿÿÿÿÿÿÿÿ?,ÿÿÿÿÿÿÿÿÿ?,ÿÿÿÿÿ,ÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿÿÿ,"ÿÿ?ÿÿÿÿ?ÿÿ?/
ÿÿÿÿÿ?",ÿÿÿ?ÿÿÿ/ÿ?ÿÿÿÿ,2 ÿ?ÿ?ÿÿÿ,3 ÿ?ÿ?ÿÿÿ,4-9 ÿ?ÿ?ÿÿÿ,10 ÿ?ÿ?ÿÿÿ/ÿÿÿ?ÿÿÿ,ÿÿ?ÿÿÿÿÿÿÿÿÿÿÿÿÿ?,ÿÿ?ÿÿÿÿÿ?/ÿ?ÿÿ? ÿÿÿÿÿÿÿÿÿ,ÿÿ?ÿÿÿÿÿ?/ÿ?ÿÿ?ÿÿÿÿÿÿÿÿÿÿÿÿÿÿ???,ÿÿ??ÿÿÿ?ÿ,ÿ?ÿ??ÿÿÿ?ÿÿ,ÿÿ?ÿÿÿÿÿ?ÿ,ÿÿÿÿÿ,ÿÿÿ?ÿ,ÿÿÿÿ??ÿÿ,ÿ??ÿ,ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿ??ÿ?,ÿ?ÿ?ÿ,ÿ?ÿ?ÿ,ÿ?ÿÿ?,ÿÿÿ?ÿ,ÿÿ??ÿ?,ÿ?ÿ?ÿ,latitude,longitude
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ??ÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿ,94070702,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.657797,101.558835
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ??ÿ,ÿÿÿÿÿÿ,5,ÿÿ?ÿÿÿ,94070705,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.636304,101.549376
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,3,ÿÿ?ÿÿÿÿ,94070203,,/,/,,/,,,,,,/,,,,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.684907,101.575443
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,4,ÿÿÿÿÿ,94070204,,/,/,,/,,,,,,/,,,,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.677294,101.584753
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,5,ÿ?ÿÿ?,94070205,,/,/,,/,,,,,,/,,,,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.677526,101.571734
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿÿ??,ÿÿÿÿÿ,,,94070169,ÿÿÿÿÿ,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.703530,101.624344
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿÿ??,ÿÿÿÿÿ,,,94070166,ÿÿ?ÿ,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.704976,101.623618
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿÿ??,ÿÿÿÿÿ,,,94070168,ÿÿ?ÿÿÿ,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.696321,101.620432
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿÿ??,ÿÿÿÿÿ,,,94070153,ÿÿ?ÿÿ,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.701838,101.612283
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿÿ??,ÿÿÿÿÿ,,,94070167,ÿÿÿÿ?,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.702147,101.620712
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿÿ??,ÿÿÿÿÿ,,,94070154,ÿ?ÿÿÿ,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.702846,101.618847
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,3,ÿÿÿÿÿÿ,94071103,,,,/,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.718249,101.525954
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,4,ÿÿÿ?ÿ?,94071104,,,,/,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.727674,101.504595
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ?ÿÿÿ,ÿÿÿÿÿÿ,2,ÿ?ÿÿÿÿÿ,94070402,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.769533,101.601076
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ?ÿÿÿ,ÿÿÿÿÿÿ,4,ÿÿ?ÿÿ,94070404,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.764414,101.580657
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿÿ,3,ÿÿÿÿÿÿÿÿ,94070303,,,/,,,/,,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.714539,101.626165
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿÿ,6,ÿÿ??,94070306,,/,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.719162,101.592832
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿ,ÿÿÿÿÿÿ,8,ÿÿÿÿÿ,94071008,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.746954,101.558602
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ??ÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿ??ÿÿÿÿ,94070901,,/,/,,,/,,,,,/,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.664718,101.606441
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ??ÿÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿÿ,94070902,,/,/,/,,/,,,,,/,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.648187,101.595410
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ??ÿÿÿÿ,ÿÿÿÿÿÿ,3,ÿÿ?ÿ,94070903,,/,/,/,,/,,,,,/,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.631593,101.588703
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ??ÿÿÿÿ,ÿÿÿÿÿÿ,4,ÿÿÿÿÿ?,94070904,,/,/,/,,/,,,,,/,,,,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.641715,101.590863
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ??ÿÿÿÿ,ÿÿÿÿÿÿ,5,ÿÿ?ÿÿ,94070905,,/,/,/,,/,,,,,/,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.655841,101.590742
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿ??ÿÿÿÿ,ÿÿÿÿÿÿ,6,ÿÿÿÿ,94070906,,/,/,/,,/,,,,,/,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.634641,101.609313
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿ?ÿÿÿ,94070801,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.674839,101.622026
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿ,94070802,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.663282,101.621287
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿ?ÿÿÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ,4,ÿÿ?ÿÿÿ,94070804,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.669075,101.632069
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿÿ??ÿ?,ÿÿÿÿÿÿ,1,ÿÿÿ??ÿ?,94030201,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.738621,101.251393
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿÿ??ÿ?,ÿÿÿÿÿÿ,2,ÿÿÿÿ?ÿ,94030202,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,3.732710,101.240524
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿÿ??ÿ?,ÿÿÿÿÿÿ,4,ÿÿÿ?ÿ?,94030204,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.757662,101.233345
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿÿ??ÿ?,ÿÿÿÿÿÿ,5,ÿÿÿ?ÿÿÿ,94030205,,/,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.760720,101.230688
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿÿ??ÿ?,ÿÿÿÿÿÿ,7,ÿÿÿÿ?,94030207,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.728029,101.218704
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿ?ÿ?,ÿÿÿÿÿÿ,4,ÿÿ?ÿ?,94030304,,,/,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.848935,101.223520
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿ?ÿ?,ÿÿÿÿÿÿ,5,ÿÿ?ÿÿÿ,94030305,,,/,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.818229,101.210940
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿ?ÿ?,ÿÿÿÿÿÿ,7,ÿ?ÿ?ÿÿÿ?,94030307,,,/,,,/,,,,/,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.852673,101.206991
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿÿÿÿ,ÿÿÿÿÿÿ,2,?ÿÿ?,94030402,,/,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,6.728625,101.239836
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿ?,ÿÿÿÿÿÿ,3,?ÿ?ÿÿ,94030503,,,/,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,6.819222,101.167857
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿ?,ÿÿÿÿÿÿ,4,ÿÿÿÿÿÿÿ,94030504,,,/,,,/,,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.848043,101.188343
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿ?,ÿÿÿÿÿÿ,5,?ÿÿ?,94030505,,,/,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,6.837748,101.175417
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿ?,ÿÿÿÿÿÿ,7,?ÿÿ?,94030507,,,/,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.853508,101.197738
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿ?,ÿÿÿÿÿÿ,8,ÿ?ÿÿÿÿÿÿ,94030508,,,/,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,6.862264,101.199296
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿ??ÿ,ÿÿÿÿÿÿ,4,ÿ?ÿ?ÿÿÿÿ,94030604,,/,/,,/,,,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.856249,101.098424
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿ??ÿ,ÿÿÿÿÿÿ,5,ÿ?ÿ?ÿ,94030605,,/,/,,/,,,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.852100,101.065084
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿ??ÿ,ÿÿÿÿÿÿ,6,ÿÿÿÿÿÿÿ?,94030606,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,6.804228,101.074059
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿ??,ÿÿÿÿÿÿ,2,ÿÿÿ?ÿÿÿÿÿ,94030702,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.774656,101.156025
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿ??,ÿÿÿÿÿÿ,5,ÿÿÿÿ?ÿ,94030705,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.783307,101.174207
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿ??,ÿÿÿÿÿÿ,8,?ÿ??ÿ?,94030708,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.795379,101.146342
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿ?ÿ?ÿÿÿÿ,94030901,,,,/,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,6.863246,101.169028
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿÿ,94031001,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.807998,101.192068
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,7,ÿÿÿÿ,94031007,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.780017,101.188630
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,8,ÿÿ?ÿÿÿÿÿ,94031008,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.767195,101.183504
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿÿÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,9,ÿÿ?ÿ?,94031009,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.764604,101.208030
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿ?ÿ,ÿÿÿÿÿÿ,1,ÿ?ÿÿÿ,94031101,,,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,,6.765961,101.249155
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿ?ÿ,ÿÿÿÿÿÿ,2,ÿÿ?ÿÿ?,94031102,,,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.775964,101.250653
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿ?ÿ,ÿÿÿÿÿÿ,3,ÿ?ÿÿ?ÿÿ,94031103,,,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.764703,101.247845
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿ?ÿ,ÿÿÿÿÿÿ,4,ÿÿÿÿ,94031104,,,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.772423,101.244292
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿ?ÿ,ÿÿÿÿÿÿ,5,ÿÿ,94031105,,,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.776633,101.226439
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,??ÿ?,ÿ?ÿ,ÿÿÿÿÿÿ,6,??ÿÿ,94031106,,,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.771892,101.255035
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿ?ÿ?ÿ,ÿ?ÿÿ,ÿÿÿ?ÿ,ÿÿÿÿÿÿ,2,ÿÿ??ÿÿ,94110102,,/,/,,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.555992,101.526049
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿ?ÿ?ÿ,ÿ?ÿÿ,ÿÿÿ?ÿ,ÿÿÿÿÿÿ,3,ÿ?ÿÿÿÿÿ,94110103,,/,/,/,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.575129,101.544102
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿ?ÿ?ÿ,ÿ?ÿÿ,ÿÿÿ?ÿ,ÿÿÿÿÿÿ,4,ÿÿÿ?ÿ,94110104,,/,/,,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,6.583633,101.549495
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿ?ÿ?ÿ,ÿ?ÿÿ,ÿÿÿÿ?ÿÿÿÿÿ?,ÿÿÿÿÿÿ,5,ÿ??,94110205,,/,/,/,/,,,,,/,,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.597143,101.552683
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿ?ÿ?ÿ,ÿ?ÿÿ,ÿÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,1,ÿ?ÿ,94110301,,/,,/,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.657143,101.531869
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿ?ÿ?ÿ,ÿ?ÿÿ,ÿÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿ?ÿÿÿ,94110302,,,,/,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.656606,101.509091
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿ?ÿ?ÿ,ÿ?ÿÿ,ÿÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,3,ÿÿÿÿÿÿÿÿÿ,94110303,,/,/,,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.644006,101.526062
